"","participant","activity","body_time_mean_X","body_time_mean_Y","body_time_mean_Z","body_time_stdev_X","body_time_stdev_Y","body_time_stdev_Z","gravity_time_mean_X","gravity_time_mean_Y","gravity_time_mean_Z","gravity_time_stdev_X","gravity_time_stdev_Y","gravity_time_stdev_Z","body_timeJerk_mean_X","body_timeJerk_mean_Y","body_timeJerk_mean_Z","body_timeJerk_stdev_X","body_timeJerk_stdev_Y","body_timeJerk_stdev_Z","gyro_time_mean_X","gyro_time_mean_Y","gyro_time_mean_Z","gyro_time_stdev_X","gyro_time_stdev_Y","gyro_time_stdev_Z","gyro_timeJerk_mean_X","gyro_timeJerk_mean_Y","gyro_timeJerk_mean_Z","gyro_timeJerk_stdev_X","gyro_timeJerk_stdev_Y","gyro_timeJerk_stdev_Z","body_frequency_mean_X","body_frequency_mean_Y","body_frequency_mean_Z","body_frequency_stdev_X","body_frequency_stdev_Y","body_frequency_stdev_Z","body_frequencyJerk_mean_X","body_frequencyJerk_mean_Y","body_frequencyJerk_mean_Z","body_frequencyJerk_stdev_X","body_frequencyJerk_stdev_Y","body_frequencyJerk_stdev_Z","gyro_frequency_mean_X","gyro_frequency_mean_Y","gyro_frequency_mean_Z","gyro_frequency_stdev_X","gyro_frequency_stdev_Y","gyro_frequency_stdev_Z"
"81",14,"standing","2.6762401e-001","6.4457203e-003","1.1262212e-001","-9.1167458e-001","-6.7246728e-001","-4.3319982e-001","9.5294546e-001","-2.0910928e-001","-2.4796296e-001","-8.1894161e-001","-7.1982324e-001","-4.2440345e-001","7.7338871e-004","-1.3151208e-001","-2.1112446e-001","-9.4540195e-001","-9.4177110e-001","-9.1653381e-001","6.3614211e-002","4.0393511e-001","-1.3053572e-001","-9.0731140e-001","-7.9770927e-001","-8.7769670e-001","-1.3874362e-001","-1.2162039e-001","3.1128876e-002","-8.9276259e-001","-8.1278977e-001","-9.2715427e-001","-9.0318337e-001","-7.8422942e-001","-6.8377224e-001","-9.1512350e-001","-6.4518469e-001","-3.6742689e-001","-9.4126237e-001","-9.3644156e-001","-8.9685349e-001","-9.5581047e-001","-9.5375643e-001","-9.3749828e-001","-8.7986486e-001","-7.5379446e-001","-8.6072260e-001","-9.1597477e-001","-8.3186118e-001","-8.9489533e-001"
"82",14,"walking","1.8216148e-001","-1.0277369e-001","-5.1900454e-002","-5.5948926e-001","-1.4703284e-001","-1.2190702e-001","8.4026502e-001","-2.2431276e-001","-3.9424885e-001","-9.3284832e-001","-8.3193328e-001","-9.3939980e-001","3.4889744e-001","3.9788387e-001","-1.1948829e-001","-6.6156086e-001","-4.8988188e-001","-6.1580017e-001","2.2614377e-001","-2.5570331e-001","-2.2140660e-001","-5.9698268e-001","-1.7107396e-001","-3.1078401e-001","-6.0247953e-002","-3.4612140e-001","-1.4023450e-001","-6.8619992e-001","-6.8223304e-001","-6.8796477e-001","-5.2783447e-001","-2.3950081e-001","-3.5875278e-001","-5.7248868e-001","-1.5452184e-001","-7.3787444e-002","-6.6928415e-001","-4.8809879e-001","-6.0463589e-001","-6.8369133e-001","-5.2930899e-001","-6.2466160e-001","-5.5003549e-001","-3.2205850e-001","-4.2942941e-001","-6.1345126e-001","-9.5920296e-002","-3.3901307e-001"
"83",14,"walking_downstairs","4.6487060e-001","-3.9518086e-002","-3.3268495e-002","-1.7607852e-001","7.3003424e-002","1.3078415e-001","8.3266344e-001","-2.6115116e-001","-3.4112993e-001","-9.0737854e-001","-9.5005486e-001","-7.0984196e-001","2.2174088e-001","1.2706773e-002","-1.0533411e-001","-3.0605455e-001","-8.9944338e-002","-3.4538935e-001","7.1449893e-002","5.3320261e-002","1.1651336e-002","-7.1353426e-001","-3.3094406e-001","2.2618328e-002","-1.6434197e-001","-8.3620832e-002","-6.1402355e-001","-6.8049600e-001","-6.0050070e-001","-2.2081152e-001","-2.4428823e-001","2.5624697e-002","7.7699473e-003","-1.5061463e-001","2.9954795e-002","1.0868697e-001","-3.4350612e-001","-1.0299459e-001","-2.6817281e-001","-3.2794262e-001","-1.3964207e-001","-4.2200589e-001","-6.3337791e-001","-3.8681190e-001","1.7980533e-001","-7.3893473e-001","-3.0329748e-001","-1.2795693e-001"
"84",14,"walking_upstairs","1.0900062e-001","-1.1716788e-001","-1.4416512e-001","-2.6616567e-001","2.4683646e-001","5.3665342e-001","8.0881414e-001","-2.6479700e-001","-4.3082345e-001","-8.2207727e-001","-8.2689297e-001","-7.9278176e-001","-6.8387757e-002","-1.2378819e-001","6.8149102e-002","-3.6334266e-001","-4.4943953e-001","-3.7394139e-001","2.7110673e-001","-3.2317552e-001","-1.3165739e-001","-6.0014638e-001","2.5448415e-001","2.4943336e-001","-1.0937752e-001","5.0146998e-002","-2.6019119e-001","-7.1823541e-001","-5.7100679e-001","-4.7306287e-001","-3.0038232e-001","-1.4359607e-001","6.6016422e-002","-2.5302554e-001","3.3501133e-001","6.4116878e-001","-3.8898050e-001","-4.8888308e-001","-3.2609991e-001","-3.9278107e-001","-4.4233308e-001","-4.1892934e-001","-5.7861635e-001","-2.1141997e-001","-4.0977676e-002","-6.1004944e-001","4.6167485e-001","2.1653022e-001"
"85",15,"laying","3.7735406e-001","1.3388161e-002","-2.3092849e-001","-7.4417986e-001","-7.5020133e-001","-6.2962489e-001","-3.2052877e-001","8.6325579e-001","4.7503213e-001","-6.1638450e-001","-9.4852646e-001","-7.7372939e-001","2.2154266e-001","4.0865492e-002","-6.2006104e-002","-9.1107951e-001","-7.7352368e-001","-8.8759745e-001","9.5879456e-002","-2.3481903e-001","7.6652255e-001","-6.6850336e-001","-7.7741508e-001","-7.7714389e-001","-1.1694297e-001","-3.6190951e-002","-1.4540555e-001","-7.6302810e-001","-9.2380063e-001","-8.5897135e-001","-7.8728608e-001","-7.2361854e-001","-7.5174485e-001","-7.2875707e-001","-7.8085397e-001","-5.9964384e-001","-9.1169387e-001","-7.6752022e-001","-8.7772866e-001","-9.1848415e-001","-7.9808230e-001","-8.9570527e-001","-6.3806588e-001","-8.3421751e-001","-7.5530432e-001","-6.7987859e-001","-7.4998828e-001","-8.0505757e-001"
"86",15,"sitting","9.0218788e-002","2.5185083e-001","3.2076385e-002","-8.6818601e-001","2.8906048e-001","-2.5327279e-001","8.1515910e-001","2.7440080e-001","2.0073788e-001","-7.5409241e-001","2.1506327e-001","-2.7767841e-001","1.5349607e-001","-6.7788016e-001","-4.4882853e-001","-9.5617670e-001","-9.1607115e-001","-9.6713707e-001","-5.1260696e-002","-2.7415717e-001","4.3229561e-001","-9.6859165e-001","-9.1894635e-001","-8.4895771e-001","-1.2496336e-001","-1.0490366e-001","-5.6712007e-003","-9.7288624e-001","-9.5842060e-001","-9.5362966e-001","-8.8368197e-001","1.2921244e-002","-4.7391871e-001","-8.6226943e-001","3.3478159e-001","-2.0444157e-001","-9.5228260e-001","-9.2074518e-001","-9.6424220e-001","-9.6536471e-001","-9.1636926e-001","-9.6838833e-001","-9.6203415e-001","-9.1157337e-001","-8.7282272e-001","-9.7060209e-001","-9.2434979e-001","-8.5543365e-001"
"87",15,"standing","2.8384366e-001","-2.5630835e-002","-1.3734109e-001","-9.6085783e-001","-9.3015004e-001","-9.2195641e-001","9.5952867e-001","-1.4169680e-001","1.3666794e-001","-9.4251386e-001","-9.6875341e-001","-8.8200334e-001","7.6189070e-002","2.4307118e-002","5.0443152e-002","-9.3639367e-001","-9.0731794e-001","-9.3117002e-001","-1.4290680e-002","1.6257913e-001","4.8073517e-002","-9.3670445e-001","-8.2471265e-001","-9.5662386e-001","-9.8876694e-002","-9.1795205e-002","-4.3980507e-002","-9.1539923e-001","-9.2747839e-001","-9.4626814e-001","-9.4757373e-001","-9.0967850e-001","-9.1318836e-001","-9.6754428e-001","-9.4741933e-001","-9.3350232e-001","-9.3524702e-001","-9.0154865e-001","-9.1448941e-001","-9.4360645e-001","-9.2216094e-001","-9.4876588e-001","-9.1012782e-001","-8.4747072e-001","-9.3780148e-001","-9.4537899e-001","-8.1310105e-001","-9.6897600e-001"
"88",15,"walking","3.0616139e-001","4.2744008e-003","-1.6837601e-001","-4.8726495e-001","2.9938671e-002","-4.4989160e-001","9.5070853e-001","-2.4405953e-001","1.0937562e-001","-9.6648883e-001","-9.7260054e-001","-8.6001999e-001","9.1677044e-002","-1.7378595e-001","-1.1882491e-001","-5.5946618e-001","-1.9541517e-001","-6.9513515e-001","-1.3084806e-001","-2.3810232e-002","-9.3986588e-004","-3.7672286e-001","-6.3145082e-001","-3.7752187e-001","-2.6988223e-001","-2.4319578e-001","-3.1266529e-001","-3.2411794e-001","-8.0713807e-001","-5.5078870e-001","-5.3945448e-001","-3.7194742e-002","-5.3121167e-001","-4.6793519e-001","-5.2802395e-004","-4.4905635e-001","-5.7647138e-001","-2.2993261e-001","-6.6132685e-001","-5.8059070e-001","-2.1147217e-001","-7.2754403e-001","-3.3669074e-001","-6.5342260e-001","-3.5421475e-001","-3.9384667e-001","-6.2098009e-001","-4.4215420e-001"
"89",15,"walking_downstairs","2.7665913e-001","1.7202393e-003","-3.1461286e-002","5.4591282e-001","-4.7168872e-002","-2.2546073e-001","9.0425004e-001","-2.0722683e-001","1.1223358e-001","-9.2587219e-001","-8.6687741e-001","-8.9951248e-001","-1.7935403e-002","2.2269465e-002","9.1014858e-002","2.0505241e-001","-1.4057885e-001","-5.1104799e-001","-6.7419194e-002","4.6426718e-002","4.6840703e-003","-5.8782513e-001","-4.7416591e-001","-2.1460954e-001","-1.7668934e-001","-1.7330435e-001","-2.5060817e-001","-5.3167304e-001","-5.9874906e-001","-3.4991718e-001","2.7764848e-001","-9.6088255e-002","-2.7384899e-001","6.3951974e-001","-8.1816169e-002","-2.5970198e-001","1.1950518e-001","-2.0088740e-001","-4.4794779e-001","1.8812896e-001","-1.3101891e-001","-5.7409888e-001","-4.6741084e-001","-4.4219365e-001","-1.2012560e-001","-6.2605067e-001","-4.9864845e-001","-3.1997262e-001"
"90",15,"walking_upstairs","2.8089700e-001","-9.9225294e-002","-2.1800910e-001","4.1343435e-002","1.3048043e-001","-5.9533273e-001","9.6081500e-001","-2.5528980e-001","8.1981609e-002","-9.2043086e-001","-8.0327918e-001","-8.3104342e-001","1.3980000e-001","-4.6558613e-001","-3.6734671e-002","-1.9470426e-001","-3.8830901e-001","-8.1550477e-001","4.9099706e-001","-4.0593531e-001","2.6656424e-001","-5.0050838e-001","-6.1020456e-001","-3.8181655e-001","-3.1435507e-001","1.3534847e-001","-1.1397412e-001","-6.2274167e-001","-8.2188496e-001","-7.1610858e-001","-6.0344044e-002","3.3375311e-002","-6.7655386e-001","7.8812414e-002","1.0832130e-001","-5.8418813e-001","-2.6076866e-001","-4.0787106e-001","-7.8586508e-001","-1.9702214e-001","-4.0845157e-001","-8.4530302e-001","-3.7153169e-001","-6.7947500e-001","-4.9866668e-001","-5.4140451e-001","-5.7555181e-001","-4.0443899e-001"
"91",16,"laying","3.6156264e-001","-1.3307244e-002","-1.2970349e-001","-9.3217550e-001","-6.7888400e-001","-7.7276956e-001","-1.0158012e-001","4.2769877e-001","8.7830409e-001","-8.5958726e-001","-7.4290886e-001","-7.3832543e-001","5.1132164e-002","-1.2973321e-001","1.1950858e-001","-9.8571432e-001","-9.6917182e-001","-9.7871444e-001","-1.1307730e-001","-5.5579087e-001","4.0549007e-001","-9.6409964e-001","-8.9290593e-001","-9.1645194e-001","-1.0343971e-001","2.5532141e-002","-8.4242896e-002","-9.7948849e-001","-9.9031522e-001","-9.9006959e-001","-9.5694110e-001","-7.6887963e-001","-8.4866103e-001","-9.2405873e-001","-6.5864059e-001","-7.5320685e-001","-9.8528916e-001","-9.6824217e-001","-9.7350636e-001","-9.8753789e-001","-9.7264575e-001","-9.8302872e-001","-9.6454342e-001","-9.1241089e-001","-9.4027705e-001","-9.6427485e-001","-8.8300715e-001","-9.1723102e-001"
"92",16,"sitting","5.5913494e-001","8.9041584e-002","1.9595097e-001","-6.7373034e-001","-4.3545261e-001","-1.6145257e-001","8.4796294e-001","-1.8002068e-001","-3.5094005e-001","-3.1508478e-001","-4.8334128e-001","2.4247838e-002","-1.2550522e-001","-2.9119003e-001","-4.8364101e-001","-9.8099101e-001","-9.5702783e-001","-9.6820632e-001","1.5009220e-002","-1.6800611e-001","1.8478560e-001","-9.7719122e-001","-9.5296183e-001","-9.2751422e-001","-1.1151394e-001","-6.7296663e-002","-1.1739206e-002","-9.8792977e-001","-9.8349057e-001","-9.8238790e-001","-7.3262121e-001","-5.6547858e-001","-4.2474525e-001","-6.5294657e-001","-4.1118745e-001","-1.0100614e-001","-9.8262694e-001","-9.5927532e-001","-9.6357149e-001","-9.8081244e-001","-9.5729645e-001","-9.7144922e-001","-9.7328358e-001","-9.5806589e-001","-9.2919425e-001","-9.7837377e-001","-9.5023852e-001","-9.3339236e-001"
"93",16,"standing","2.7745213e-001","-2.4159229e-002","-9.4566985e-002","-9.9154920e-001","-9.8584411e-001","-8.6652880e-001","9.5092201e-001","-1.7961817e-001","-1.4646236e-001","-9.8138212e-001","-9.9261369e-001","-8.8164976e-001","7.3313838e-002","-5.9134079e-004","-6.8561206e-002","-9.9184721e-001","-9.8888320e-001","-9.8861221e-001","-4.0429015e-002","-1.0952663e-001","1.4599423e-001","-9.6051813e-001","-9.7667103e-001","-9.7333697e-001","-1.2888739e-001","-6.6067759e-002","-7.4282605e-002","-9.8100729e-001","-9.8559373e-001","-9.9604799e-001","-9.9160372e-001","-9.8509835e-001","-9.2582095e-001","-9.9137843e-001","-9.8604429e-001","-8.4900784e-001","-9.9123135e-001","-9.8808494e-001","-9.8480513e-001","-9.9339289e-001","-9.9082329e-001","-9.9153659e-001","-9.5197912e-001","-9.7360223e-001","-9.7525410e-001","-9.6316239e-001","-9.7888685e-001","-9.7494760e-001"
"94",16,"walking","2.3590065e-001","-5.4898386e-002","-9.6860720e-002","-4.6960093e-001","-2.9156866e-001","-2.4903322e-001","9.0789442e-001","-1.9721014e-001","-2.7053459e-001","-9.6641344e-001","-8.8245210e-001","-9.6330452e-001","-1.9898881e-002","8.5567529e-002","1.8625694e-001","-4.3791721e-001","-4.0911262e-001","-4.9714799e-001","-1.1242792e-001","2.7947200e-002","1.4087986e-001","-6.6858031e-001","-6.8339254e-001","-3.5716038e-001","-3.2017621e-001","-9.2042061e-002","-5.3794597e-002","-6.8029637e-001","-7.2871897e-001","-6.1645513e-001","-4.9194647e-001","-3.0769131e-001","-2.9588285e-001","-4.6092062e-001","-3.2741421e-001","-2.8222297e-001","-5.1317497e-001","-4.8057457e-001","-4.5138575e-001","-4.1194820e-001","-3.7090917e-001","-5.4070916e-001","-5.5920662e-001","-6.6180055e-001","-4.3033449e-001","-7.0344708e-001","-6.9971509e-001","-3.9356927e-001"
"95",16,"walking_downstairs","4.6757880e-001","-5.8708509e-002","-1.8723558e-001","7.9061986e-002","-1.1970156e-001","-1.3908885e-001","9.0755631e-001","-1.8960312e-001","-2.3468464e-001","-9.5677760e-001","-9.5633148e-001","-9.0941741e-001","3.3737672e-002","-8.0213092e-002","1.0161645e-001","-2.4098066e-001","-2.7086670e-001","-3.3695645e-001","-2.1152264e-001","-2.7531669e-002","1.9631559e-001","-6.7689446e-001","-6.3129982e-001","-4.7131665e-001","-3.9076682e-002","-2.8588620e-001","6.8105763e-002","-6.8330443e-001","-6.9195812e-001","-4.9982794e-001","-6.5030142e-002","-1.4843413e-001","-1.7757723e-001","1.3084046e-001","-1.5999888e-001","-1.8602711e-001","-3.0358522e-001","-3.3678288e-001","-2.7522676e-001","-2.4282439e-001","-2.4672875e-001","-3.9639573e-001","-6.4285115e-001","-5.8054644e-001","-4.0941857e-001","-6.8912045e-001","-6.6904300e-001","-5.4155373e-001"
"96",16,"walking_upstairs","7.8542448e-002","-2.3138676e-002","-3.1975079e-001","-3.4142530e-001","-1.4969342e-001","-1.5392772e-001","8.7359153e-001","-2.7959047e-001","-3.2414111e-001","-8.5955195e-001","-9.1822975e-001","-6.2236719e-001","2.8320175e-002","1.0688083e-001","1.8760420e-001","-4.6707306e-001","-5.1847381e-001","-6.7560410e-001","5.0913094e-001","-3.7388653e-001","-4.1944422e-001","-6.3348938e-001","-6.9106717e-001","-3.7693533e-001","-1.2412381e-001","8.0126932e-002","-4.0790748e-002","-7.4094877e-001","-8.1456341e-001","-7.5608516e-001","-4.4467070e-001","-3.3791455e-001","-3.8509666e-001","-3.0477489e-001","-1.1682879e-001","-1.0630324e-001","-4.9961960e-001","-5.7741774e-001","-6.6426210e-001","-4.7989739e-001","-4.8657954e-001","-6.8466395e-001","-6.4729480e-001","-6.8832864e-001","-5.8118903e-001","-6.3469126e-001","-6.9488110e-001","-3.8010921e-001"
"97",17,"laying","3.2052263e-001","-2.8873757e-002","-8.8433578e-002","-8.0787491e-001","-6.6013874e-001","-6.6567943e-001","-1.8148495e-001","5.4885085e-001","8.2098273e-001","-8.0656529e-001","-9.1625341e-001","-8.4332108e-001","2.5393845e-002","-5.2804200e-002","9.0632564e-002","-9.1738534e-001","-8.7938606e-001","-9.1435488e-001","-1.4414380e-002","-2.6349833e-001","4.6263651e-001","-8.4187152e-001","-8.2781050e-001","-8.5547813e-001","-1.8530208e-001","8.9131974e-002","-1.0280745e-001","-8.9366646e-001","-9.1412798e-001","-9.3897783e-001","-8.5975420e-001","-7.5871196e-001","-7.9362476e-001","-7.9051767e-001","-6.3765865e-001","-6.3215576e-001","-9.1573682e-001","-8.7761435e-001","-9.0638084e-001","-9.2696398e-001","-8.9050180e-001","-9.2062926e-001","-8.0498995e-001","-8.2350196e-001","-8.6652750e-001","-8.5353748e-001","-8.3164025e-001","-8.6501467e-001"
"98",17,"sitting","3.3546174e-001","1.3913040e-001","-4.6234219e-002","-9.4247207e-001","-6.3014603e-001","-7.6258594e-001","9.4804725e-001","-2.3439589e-002","-1.2090268e-001","-8.8541304e-001","-6.4801718e-001","-6.8039421e-001","2.6836178e-002","-8.1384508e-002","-1.6842416e-001","-9.7682209e-001","-9.3946917e-001","-9.6240041e-001","-7.7122843e-002","-1.7771852e-001","1.8565772e-001","-9.6245754e-001","-9.4357856e-001","-8.9823356e-001","-6.5073478e-002","4.7640298e-004","1.1828416e-003","-9.7880975e-001","-9.5149645e-001","-9.6457963e-001","-9.4352618e-001","-7.9563175e-001","-8.1996291e-001","-9.4185259e-001","-5.8825695e-001","-7.5103070e-001","-9.7754594e-001","-9.3618278e-001","-9.5389982e-001","-9.7804635e-001","-9.4843931e-001","-9.7037609e-001","-9.4859549e-001","-9.3478135e-001","-8.9829443e-001","-9.6687368e-001","-9.5011626e-001","-9.0732862e-001"
"99",17,"standing","2.7183106e-001","-2.1161643e-002","-1.6141660e-001","-9.7671679e-001","-9.1212046e-001","-8.6036810e-001","9.1971682e-001","-1.9257238e-001","-2.4499801e-001","-9.8185174e-001","-9.3221229e-001","-8.9224592e-001","6.9242058e-002","-2.4974282e-002","-1.0368702e-003","-9.5778753e-001","-9.6187509e-001","-9.6026727e-001","3.0276432e-002","1.4239994e-001","1.0424256e-001","-9.2809828e-001","-8.6393407e-001","-9.2226161e-001","-1.2703399e-001","-7.8532459e-002","-5.8856539e-002","-9.1928631e-001","-9.2699342e-001","-9.3069325e-001","-9.6959467e-001","-9.3066259e-001","-9.2149881e-001","-9.8020277e-001","-9.0788487e-001","-8.4244728e-001","-9.6029907e-001","-9.6049766e-001","-9.5490661e-001","-9.5874858e-001","-9.6651822e-001","-9.6420971e-001","-9.0351709e-001","-8.7579186e-001","-9.1110271e-001","-9.3591914e-001","-8.5792394e-001","-9.3331656e-001"
"100",17,"walking","2.6925765e-001","-5.3617043e-002","-1.1225349e-001","-4.8839243e-001","-8.9719613e-002","-3.3216380e-001","9.3171643e-001","-6.9055546e-002","-2.5459076e-001","-9.7279020e-001","-9.1821252e-001","-9.6314174e-001","-7.2536778e-002","-2.3962885e-002","-6.0075365e-002","-5.2536623e-001","-1.1194997e-001","-6.5960701e-001","3.3068459e-001","-7.3321305e-002","-2.8217955e-001","-5.8118689e-001","-5.9829122e-001","-5.1063149e-001","-2.0257775e-001","-9.4125518e-002","-2.3509852e-002","-5.8485547e-001","-6.2475697e-001","-6.3406740e-001","-4.9609382e-001","-5.8768706e-002","-5.0174553e-001","-4.8526204e-001","-1.6444619e-001","-2.9942553e-001","-5.5594371e-001","-1.4332215e-001","-6.4780028e-001","-5.3512982e-001","-1.3769019e-001","-6.6910801e-001","-5.1231758e-001","-5.9831385e-001","-5.2782448e-001","-6.0380403e-001","-6.0106370e-001","-5.4972396e-001"
"101",17,"walking_downstairs","2.8716589e-001","-1.4101718e-002","-1.0364101e-001","2.3500301e-002","-3.5565690e-001","-2.2774882e-001","9.2572784e-001","-4.2252857e-002","-1.9081148e-001","-9.5555650e-001","-9.7533922e-001","-9.0556793e-001","1.3166257e-001","-1.1915611e-002","3.5788066e-002","-1.3516915e-001","-5.4439242e-001","-5.1702102e-001","5.8475941e-003","-9.4729089e-002","6.2549476e-002","-6.0823592e-001","-4.3201977e-001","-5.6145186e-001","1.6994025e-002","9.1931907e-002","5.0955336e-002","-6.3479817e-001","-5.5800621e-001","-6.4167939e-001","-7.9371891e-002","-4.4073806e-001","-3.0461765e-001","6.1336171e-002","-3.5418102e-001","-2.4620832e-001","-2.1209162e-001","-5.7712509e-001","-4.6744363e-001","-1.3177483e-001","-5.3836755e-001","-5.6488548e-001","-5.3732126e-001","-4.2586665e-001","-5.2793048e-001","-6.3122809e-001","-4.3984832e-001","-6.1301567e-001"
"102",17,"walking_upstairs","3.5158940e-002","-3.1773114e-002","-1.2958366e-001","-4.7691416e-002","-2.7479527e-001","-1.5857223e-001","9.0840243e-001","-1.3720778e-001","-3.3934281e-001","-8.3958421e-001","-8.7138196e-001","-7.1061401e-001","1.2853780e-001","-2.1087103e-002","3.1461253e-001","-2.4681356e-001","-4.8977491e-001","-6.6015282e-001","2.3243025e-001","-5.6640137e-002","-5.7412386e-002","-6.9256776e-001","-4.8742090e-001","-3.2504980e-001","-2.3325519e-001","-3.9929624e-001","1.2746003e-001","-7.1807322e-001","-6.7270619e-001","-7.0895910e-001","-1.2167632e-001","-3.3344822e-001","-3.4873023e-001","-2.0028119e-002","-2.9038137e-001","-1.2766579e-001","-2.4324369e-001","-4.7866582e-001","-6.3194025e-001","-3.2028762e-001","-5.4165808e-001","-6.8615374e-001","-6.0097163e-001","-4.8299202e-001","-4.5925882e-001","-7.2162977e-001","-4.9370439e-001","-3.4811105e-001"
"103",18,"laying","2.6229160e-001","-1.3842243e-002","-1.1636903e-001","-9.6517704e-001","-9.8811984e-001","-9.6868113e-001","-2.5280964e-001","9.1757013e-001","3.7419318e-001","-9.2825585e-001","-9.9169871e-001","-9.5589207e-001","6.0798313e-002","1.5830499e-002","3.2473068e-002","-9.8751375e-001","-9.8582171e-001","-9.9051022e-001","-2.8591318e-002","-4.5648614e-002","2.4842156e-001","-9.9272775e-001","-9.9308173e-001","-9.0485706e-001","-9.2927991e-002","-3.8973290e-002","-1.1612553e-001","-9.9423694e-001","-9.9449035e-001","-9.9560058e-001","-9.7297267e-001","-9.8533011e-001","-9.7486981e-001","-9.6215669e-001","-9.8947173e-001","-9.6659906e-001","-9.8692686e-001","-9.8567414e-001","-9.8802157e-001","-9.8939296e-001","-9.8703282e-001","-9.9173551e-001","-9.9131751e-001","-9.9289994e-001","-9.1175966e-001","-9.9310335e-001","-9.9316281e-001","-9.1115396e-001"
"104",18,"sitting","2.7016127e-001","3.1369005e-002","-1.6436733e-001","-9.7394276e-001","-8.2305838e-001","-9.6274137e-001","7.9843629e-001","3.3861148e-001","3.0481446e-001","-9.6369769e-001","-7.9833590e-001","-9.2465388e-001","9.7187109e-002","-8.2431348e-002","-1.0968294e-002","-9.6431602e-001","-9.5119498e-001","-9.8220505e-001","-4.3484459e-002","-1.2768713e-001","1.8519514e-001","-9.7540558e-001","-9.2819394e-001","-9.3011772e-001","-9.3394545e-002","-4.4392735e-003","-6.8028774e-002","-9.7309284e-001","-9.6536108e-001","-9.6698021e-001","-9.6355143e-001","-8.6108310e-001","-9.6896762e-001","-9.7941953e-001","-8.1558121e-001","-9.6111648e-001","-9.6244524e-001","-9.4791708e-001","-9.8070942e-001","-9.6995899e-001","-9.5937493e-001","-9.8207440e-001","-9.6692466e-001","-9.3232379e-001","-9.3706742e-001","-9.7807454e-001","-9.2613633e-001","-9.3411659e-001"
"105",18,"standing","2.7858727e-001","-3.3730259e-002","-1.2076517e-001","-9.9609694e-001","-9.4617575e-001","-9.5924066e-001","9.6488204e-001","-1.4861413e-001","9.6765223e-002","-9.9838332e-001","-9.6912179e-001","-9.8561919e-001","7.3959114e-002","3.2091399e-002","1.4525787e-003","-9.9247114e-001","-9.7731833e-001","-9.8917743e-001","-4.8035314e-002","-1.2816567e-001","8.2646048e-002","-9.5083226e-001","-9.8188701e-001","-9.8501503e-001","-9.4567026e-002","-3.6263764e-002","-5.6284909e-002","-9.8039592e-001","-9.9419252e-001","-9.9280945e-001","-9.9447614e-001","-9.5271517e-001","-9.7715995e-001","-9.9696251e-001","-9.4519653e-001","-9.5245868e-001","-9.9262276e-001","-9.7689968e-001","-9.8577402e-001","-9.9294218e-001","-9.7951536e-001","-9.9157363e-001","-9.5873074e-001","-9.8706032e-001","-9.8638426e-001","-9.4956164e-001","-9.7919245e-001","-9.8574018e-001"
"106",18,"walking","2.5588817e-001","-3.2539155e-002","-6.7271514e-002","-5.0356532e-001","-2.2869192e-001","-5.0249595e-001","9.4844862e-001","-2.4618108e-001","7.3539133e-002","-9.6095562e-001","-9.3057978e-001","-9.2602934e-001","-2.1802939e-001","1.1780758e-001","1.0509796e-001","-5.1901103e-001","-3.4268499e-001","-7.4413546e-001","-5.1575194e-002","-7.9419047e-004","1.2080561e-002","-6.5223060e-001","-5.2649080e-001","-6.2422194e-001","-1.8014736e-001","-9.2215713e-002","2.0605519e-002","-4.8861129e-001","-8.0632210e-001","-7.3486718e-001","-4.6637012e-001","-2.5646986e-001","-6.0207513e-001","-5.1889966e-001","-2.6251493e-001","-4.8927139e-001","-5.5387379e-001","-3.9526150e-001","-7.1267119e-001","-5.2493309e-001","-3.2825212e-001","-7.7458272e-001","-5.3236979e-001","-6.5345965e-001","-6.2136967e-001","-6.9059664e-001","-4.6596043e-001","-6.5937234e-001"
"107",18,"walking_downstairs","3.8732286e-001","-2.7284818e-002","-1.2937495e-001","-3.2086019e-001","-3.0501956e-001","-3.8812634e-001","9.3117918e-001","-1.9945483e-001","1.0796791e-001","-9.5371212e-001","-9.0936030e-001","-9.2422068e-001","7.6711510e-002","-1.5918616e-001","-4.6130972e-002","-3.7717594e-001","-4.6509081e-001","-7.1916596e-001","-5.0008356e-002","-7.4447267e-002","1.0024783e-001","-6.9307761e-001","-6.2128910e-001","-4.9335439e-001","-8.0844231e-002","3.5441349e-002","9.0654251e-002","-6.5070941e-001","-8.3941085e-001","-6.8419835e-001","-3.4265562e-001","-3.4330588e-001","-5.7743740e-001","-3.1237330e-001","-3.2865431e-001","-3.4457009e-001","-3.7511991e-001","-4.9188970e-001","-7.1163680e-001","-4.3688924e-001","-4.7124272e-001","-7.2459401e-001","-6.1213617e-001","-7.1808104e-001","-4.9735732e-001","-7.1872814e-001","-5.7474558e-001","-5.3823117e-001"
